category,rating,label,text_
Pet_Supplies_5,5.0,OR,"We have used these for a long time;
the puppy one in blue and later the
red adult one.  We do not put food
on the outside as it's messy.  We
stuff pieces of real cheese in both
of the ends and that works just fine.

Our Bullies have loved these for years.
These girls are chewers too, so I can
not understand all of the low scoring
and negative reviews.

To clean out any cheese pieces stuck
in the inner tunnel, just put a pencil
or chop stick through it."
Clothing_Shoes_and_Jewelry_5,3.0,CG,"Updated review three years later. I love the look and fit of this bra. I ordered the size 6. 5 and it fit perfectly. The fit is perfect. The only thing I would change is that the size 6. 5 is a tad bit snug. The bra straps are a little tight on the chest, but the cups are not. I like the way it looks on my son. I bought these for my husband. He loved them and they fit great. I bought this for my son for Christmas. He loved it and it was great!I'm a huge fan of the rose gold that I've bought at the top of this boot. The reason I bought this boot was because it has a lot of cushioning. I've had a few pairs of this boot and the ones that I've had have stayed on my feet well. It was very well made and was just right for my husband. He has a wide foot and this boot is perfect for that. I'm 5'4"", 130lbs and these boots are a little narrow for him. He's tall and they're a little tight on him, but he's not afraid to wear them. The material is thin and durable and the leather is very soft. I bought them for my husband and he's a bit disappointed that they didn't come up a size bigger. I'm 5'2"", 130lbs and I'm a big guy and these boots are perfect. They fit him perfectly and they're comfortable. I'd recommend these boots for any occasion."
Toys_and_Games_5,4.0,OR,"This box includes tattoos for both boys and girls which is great.  Most the kits in the store are for boys or girls, but not both.  If you have girls who are not girly, this is a good option."
Toys_and_Games_5,5.0,OR,"This adorable figure arrived fast, in perfect condition, and we are quite delighted to having it displayed with its entire set."
Home_and_Kitchen_5,5.0,OR,Very nice sheets.  They wrinkle but I have no problem with my sheets being wrinkled.  Nice and cool in the summer.  Fit was very good ... almost oversized for my regular mattress.
Toys_and_Games_5,5.0,OR,Cute. Used them as favor bags at a zoo party. Very happy I found them.
Toys_and_Games_5,4.0,OR,"Very cool Magnus. I love how minimus sits in his chest. Very cool. Great sculpt. The guns are kind of dumb. But I made my own on shapeways. If you are looking for one, search for mine on shapeways under forge of hausjam prime."
Electronics_5,5.0,OR,Switched from the New Balance Runner. What a difference. It takes me 10-20 seconds to sync most of the time (that was my problem before). Charts look great on Garmin Connect. The screen size is just fine and the watch is pretty small and thin which is great for those runners that don't like weights on their wrists for runs. I highly recommend.
Electronics_5,5.0,OR,"Bought this to add to existing Apple Airport Extreme to extend range and play iTunes upstairs.  Had a problem with setup, called Apple and a very helpful and knowledgable (US based I believe) person, walk me though the steps (I had missed one) and even waited while I did a couple of reboots of the device.  The best support anywhere and the device worked as advertised extending my .n network and playing music easily."
Sports_and_Outdoors_5,5.0,CG,"Thought it was a butterfly, but it was a bull.

The blade is sharp and"
Electronics_5,5.0,CG,One of the most genius features of the system is that it is easy to use. I just tap on
Sports_and_Outdoors_5,5.0,CG,"perfect have a dart board, an island with a beach towel, and a bag of fruit and a"
Kindle_Store_5,4.0,CG,"This is the sixth book in the The Crystal Queen series.

The Crystal Queen series has been a favorite"
Books_5,3.0,CG,"This is  is okay. I liked the writing. The plot was predictable. The ending is so sad. I am not going to waste any time on it. I enjoyed this book. It was good, but it had some issues with me. The main character was a bit too predictable. I also did not like the ending. It was not a good ending for me."
Kindle_Store_5,5.0,OR,"I've read a ton of thrusters books...but none with this total woman's perspective...I LOVE IT AND CAN'T WAIT TO BRING READ THE REST!!
"
Tools_and_Home_Improvement_5,5.0,CG,Was looking for camping lights that will be useful to me for camping around my house.  This is a great solution.  I am using it in the back yard to take care of animals.  I have been using
Toys_and_Games_5,3.0,CG,"Took a long time to put together, but it worked out great.My son loves this!Great product. Great price! I am a huge fan of Tootlemania and this is by far my favorite. It is a great set. I would recommend this to anyone.I bought this for my"
Sports_and_Outdoors_5,5.0,OR,"With the limiting factor being the grain of the REAL wood, they were exactly as pictured. They were a perfect fit for my GI issue, full size 1918 era Colt 45. Full recommendation.

Free advice: when tightening the screws on these pistols, be very careful not to over-torque.

Now if I could only get these pair 96 years older..."
